id,name,hot,high
1064,饲料与动物营养,0,0
1065,特种动物养殖,0,0
1066,畜牧工程技术,0,0
1067,蚕桑技术,0,0
1068,草业技术,0,0
1069,养蜂与蜂产品加工,0,0
1070,畜牧业经济管理,0,0
1071,水产养殖技术,0,0
1072,海洋渔业技术,0,0
1073,水生动物医学,0,0
1074,渔业经济管理,0,0
1075,国土资源调查与管理,0,0
1076,地质调查与矿产普查,0,0
1077,矿产地质与勘查,0,0
1078,岩矿分析与鉴定,0,0
1079,宝玉石鉴定与加工,0,0
1080,煤田地质与勘查技术,0,0
1081,工程地质勘查,0,0
1082,水文与工程地质,0,0
1083,钻探技术,0,0
1084,矿山地质,0,0
1085,地球物理勘探技术,0,0
1086,地质灾害调查与防治,0,0
1087,环境地质工程,0,0
1088,岩土工程技术,0,0
1089,工程测量技术,0,0
1090,摄影测量与遥感技术,0,0
1091,测绘工程技术,0,0
1092,测绘地理信息技术,0,0
1093,地籍测绘与土地管理,0,0
1094,矿山测量,0,0
1095,测绘与地质工程技术,0,0
1096,导航与位置服务,0,0
1097,地图制图与数字传播技术,0,0
1098,地理国情监测技术,0,0
1099,国土测绘与规划,0,0
1100,钻井技术,0,0
1101,油气开采技术,0,0
1102,油气储运技术,0,0
1103,油气地质勘探技术,0,0
1104,油田化学应用技术,0,0
1105,石油工程技术,0,0
1106,煤矿开采技术,0,0
1107,矿井建设,0,0
1108,矿山机电技术,0,0
1109,矿井通风与安全,0,0
1110,综合机械化采煤,0,0
1111,选煤技术,0,0
1112,煤炭深加工与利用,0,0
1113,煤化分析与检验,0,0
1114,煤层气采输技术,0,0
1115,矿井运输与提升,0,0
1116,金属与非金属矿开采技术,0,0
1117,矿物加工技术,0,0
1118,矿业装备维护技术,0,0
1119,大气科学技术,0,0
1120,大气探测技术,0,0
1121,应用气象技术,0,0
1122,防雷技术,0,0
1123,环境监测与控制技术,0,0
1124,农村环境保护,0,0
1125,室内环境检测与控制技术,0,0
1126,环境工程技术,0,0
1127,环境信息技术,0,0
1128,核与辐射检测防护技术,0,0
1129,环境规划与管理,0,0
1130,环境评价与咨询服务,0,0
1131,污染修复与生态工程技术,0,0
1132,清洁生产与减排技术,0,0
1133,资源综合利用与管理技术,0,0
1134,安全健康与环保,0,0
1135,化工安全技术,0,0
1136,救援技术,0,0
1137,安全技术与管理,0,0
1138,工程安全评价与监理,0,0
1139,安全生产监测监控,0,0
1140,职业卫生技术与管理,0,0
1141,发电厂及电力系统,0,0
1142,供用电技术,0,0
1143,电力系统自动化技术,0,0
1144,高压输配电线路施工运行与维护,0,0
1145,电力系统继电保护与自动化技术,0,0
1146,水电站机电设备与自动化,0,0
1147,电网监控技术,0,0
1148,电力客户服务与管理,0,0
1149,水电站与电力网,0,0
1150,电源变换技术与应用,0,0
1151,农业电气化技术,0,0
1152,分布式发电与微电网技术,0,0
1153,电厂热能动力装置,0,0
1154,城市热能应用技术,0,0
1155,核电站动力设备运行与维护,0,0
1156,火电厂集控运行,0,0
1157,电厂化学与环保技术,0,0
1158,电厂热工自动化技术,0,0
1159,风力发电工程技术,0,0
1160,风电系统运行与维护,0,0
1161,生物质能应用技术,0,0
1162,光伏发电技术与应用,0,0
1163,工业节能技术,0,0
1164,节电技术与管理,0,0
1165,太阳能光热技术与应用,0,0
1166,农村能源与环境技术,0,0
1167,黑色冶金技术,0,0
1168,轧钢工程技术,0,0
1169,钢铁冶金设备应用技术,0,0
1170,金属材料质量检测,0,0
1171,铁矿资源综合利用,0,0
1172,有色冶金技术,0,0
1173,有色冶金设备应用技术,0,0
1174,金属压力加工,0,1
1175,金属精密成型技术,0,0
1176,材料工程技术,0,0
1177,高分子材料工程技术,0,0
1178,复合材料工程技术,0,0
1179,非金属矿物材料技术,0,0
1180,光伏材料制备技术,0,0
1181,炭素加工技术,0,0
1182,硅材料制备技术,0,0
1183,橡胶工程技术,0,0
1184,建筑材料工程技术,0,0
1185,建筑材料检测技术,0,0
1186,建筑装饰材料技术,0,0
1187,建筑材料设备应用,0,0
1188,新型建筑材料技术,0,0
1189,建筑材料生产与管理,0,0
1190,建筑设计,0,0
1191,建筑装饰工程技术,0,0
1192,古建筑工程技术,0,0
1193,建筑室内设计,0,0
1194,风景园林设计,0,0
1195,园林工程技术,0,0
1196,建筑动画与模型制作,0,0
1197,村镇建设与管理,0,0
1198,城市信息化管理,0,0
1199,建筑工程技术,1,0
1200,地下与隧道工程技术,0,0
1201,土木工程检测技术,0,0
1202,建筑钢结构工程技术,0,0
1203,建筑设备工程技术,0,0
1204,供热通风与空调工程技术,0,0
1205,建筑电气工程技术,0,0
1206,建筑智能化工程技术,0,0
1207,工业设备安装工程技术,0,0
1208,消防工程技术,0,0
1209,建设工程管理,0,0
1210,建筑经济管理,0,0
1211,建设项目信息化管理,0,0
1212,建设工程监理,0,0
1213,市政工程技术,0,0
1214,城市燃气工程技术,0,0
1215,给排水工程技术,0,0
1216,环境卫生工程技术,0,0
1217,房地产经营与管理,0,0
1218,房地产检测与估价,0,0
1219,水文测报技术,0,0
1220,水政水资源管理,0,0
1221,水利水电工程技术,0,0
1222,水利水电工程管理,0,0
1223,水利水电建筑工程,0,0
1224,机电排灌工程技术,0,0
1225,港口航道与治河工程,0,0
1226,水务管理,0,0
1227,水电站动力设备,0,0
1228,水电站电气设备,0,0
1229,水电站运行与管理,0,0
1230,水利机电设备运行与管理,0,0
1231,水土保持技术,0,0
1232,水环境监测与治理,0,0
1233,机械设计与制造,0,0
1234,机械制造与自动化,0,0
1235,数控技术,1,0
1236,精密机械技术,0,0
1237,特种加工技术,0,0
1238,材料成型与控制技术,0,0
1239,金属材料与热处理技术,0,0
1240,铸造技术,0,0
1241,锻压技术,0,0
1242,焊接技术与自动化,0,0
1243,机械产品检测检验技术,0,0
1244,理化测试与质检技术,0,0
1245,模具设计与制造,1,0
1246,电机与电器技术,0,0
1247,电线电缆制造技术,0,0
1248,内燃机制造与维修,0,0
1249,机械装备制造技术,0,0
1250,工业工程技术,0,0
1251,自动化生产设备应用,0,0
1252,机电设备安装技术,0,0
1253,机电设备维修与管理,0,0
1254,数控设备应用与维护,0,0
1255,制冷与空调技术,0,0
1256,光电制造与应用技术,0,0
1257,新能源装备技术,0,0
1258,机电一体化技术,0,0
1259,电气自动化技术,0,0
1260,工业过程自动化技术,0,0
1261,智能控制技术,0,0
1262,工业网络技术,0,0
1263,工业自动化仪表,0,0
1264,液压与气动技术,0,0
1265,电梯工程技术,0,0
1266,工业机器人技术,0,0
1267,铁道机车车辆制造与维护,0,0
1268,铁道通信信号设备制造与维护,0,0
1269,铁道施工和养路机械制造与维护,0,0
1270,船舶工程技术,0,0
1271,船舶机械工程技术,0,0
1272,船舶电气工程技术,0,0
1273,船舶舾装工程技术,0,0
1274,船舶涂装工程技术,0,0
1275,游艇设计与制造,0,0
1276,海洋工程技术,0,0
1277,船舶通信与导航,0,0
1278,船舶动力工程技术,0,0
1279,飞行器制造技术,0,0
1280,飞行器维修技术,0,0
1281,航空发动机制造技术,0,0
1282,航空发动机装试技术,0,0
1283,航空发动机维修技术,0,0
1284,飞机机载设备制造技术,0,0
1285,飞机机载设备维修技术,0,0
1286,航空电子电气技术,0,0
1287,航空材料精密成型技术,0,0
1288,无人机应用技术,0,0
1289,导弹维修,0,0
1290,汽车制造与装配技术,0,0
1291,汽车检测与维修技术,0,0
1292,汽车电子技术,0,0
1293,汽车造型技术,0,0
1294,汽车试验技术,0,0
1295,汽车改装技术,0,0
1296,新能源汽车技术,0,0
1297,食品生物技术,0,0
1298,化工生物技术,0,0
1299,药品生物技术,0,0
1300,农业生物技术,0,0
1301,生物产品检验检疫,0,0
1302,应用化工技术,0,0
1303,石油炼制技术,0,0
1304,石油化工技术,0,0
1305,高分子合成技术,0,0
1306,精细化工技术,0,0
1307,海洋化工技术,0,0
1308,工业分析技术,0,0
1309,化工装备技术,0,0
1310,化工自动化技术,0,0
1311,涂装防护技术,0,0
1312,烟花爆竹技术与管理,0,0
1313,煤化工技术,0,0
1314,高分子材料加工技术,0,0
1315,制浆造纸技术,0,0
1316,香料香精工艺,0,0
1317,表面精饰工艺,0,0
1318,家具设计与制造,0,0
1319,化妆品技术,0,0
1320,皮革加工技术,0,0
1321,皮具制作与工艺,0,0
1322,鞋类设计与工艺,0,0
1323,乐器制造与维护,0,0
1324,陶瓷制造工艺,0,0
1325,包装工程技术,0,0
1326,包装策划与设计,0,0
1327,包装设备应用技术,0,0
1328,食品包装技术,0,0
1329,数字图文信息技术,0,0
1330,印刷设备应用技术,0,0
1331,印刷媒体设计与制作,0,0
1332,印刷媒体技术,0,0
1333,数字印刷技术,0,0
1334,现代纺织技术,0,0
1335,丝绸技术,0,0
1336,染整技术,0,0
1337,纺织机电技术,0,0
1338,纺织品检验与贸易,0,0
1339,纺织品设计,0,0
1340,家用纺织品设计,0,0
1341,纺织材料与应用,0,0
1342,针织技术与针织服装,0,0
1343,服装设计与工艺,0,0
1344,皮革服装制作与工艺,0,0
1345,服装陈列与展示设计,0,0
1346,食品加工技术,0,0
1347,酿酒技术,0,0
1348,食品贮运与营销,0,0
1349,食品检测技术,0,0
1350,食品营养与卫生,0,0
1351,食品营养与检测,0,0
1352,中药生产与加工,0,0
1353,药品生产技术,0,0
1354,兽药制药技术,0,0
1355,药品质量与安全,0,0
1356,制药设备应用技术,0,0
1357,药品经营与管理,0,0
1358,药品服务与管理,0,0
1359,保健品开发与管理,0,0
1360,化妆品经营与管理,0,0
1361,粮食工程技术,0,0
1362,粮油储藏与检测技术,0,0
1363,铁道机车,0,0
1364,铁道车辆,0,0
1365,铁道供电技术,0,0
1366,铁道工程技术,0,0
1367,铁道机械化维修技术,0,0
1368,铁道信号自动控制,0,0
1369,铁道通信与信息化技术,0,0
1370,铁道交通运营管理,0,0
1371,铁路物流管理,0,0
1372,铁路桥梁与隧道工程技术,0,0
1373,高速铁道工程技术,0,0
1374,高速铁路客运乘务,0,0
1375,动车组检修技术,0,0
1376,智能交通技术运用,0,0
1377,道路桥梁工程技术,0,0
1378,道路运输与路政管理,0,0
1379,道路养护与管理,0,0
1380,公路机械化施工技术,0,0
1381,工程机械运用技术,0,0
1382,交通运营管理,0,0
1383,交通枢纽运营管理,0,0
1384,汽车运用与维修技术,0,0
1385,汽车车身维修技术,0,0
1386,汽车运用安全管理,0,0
1387,新能源汽车运用与维修,0,0
1388,国际邮轮乘务管理,0,0
1389,船舶电子电气技术,0,0
1390,船舶检验,0,0
1391,港口机械与自动控制,0,0
1392,港口电气技术,0,0
1393,港口与航道工程技术,0,0
1394,港口与航运管理,0,0
1395,港口物流管理,0,0
1396,轮机工程技术,0,0
1397,水上救捞技术,0,0
1398,水路运输与海事管理,0,0
1399,集装箱运输管理,0,0
1400,民航运输,0,0
1401,民航通信技术,0,0
1402,定翼机驾驶技术,0,0
1403,直升机驾驶技术,0,0
1404,空中乘务,0,0
1405,民航安全技术管理,0,0
1406,民航空中安全保卫,0,0
1407,机场运行,0,0
1408,飞机机电设备维修,0,0
1409,飞机电子设备维修,0,0
1410,飞机部件修理,0,0
1411,航空地面设备维修,0,0
1412,机场场务技术与管理,0,0
1413,航空油料,0,0
1414,航空物流,0,0
1415,通用航空器维修,0,0
1416,通用航空航务技术,0,0
1417,飞机结构修理,0,0
1418,管道工程技术,0,0
1419,管道运输管理,0,0
1420,城市轨道交通车辆技术,0,0
1421,城市轨道交通机电技术,0,0
1422,城市轨道交通通信信号技术,0,0
1423,城市轨道交通供配电技术,0,0
1424,城市轨道交通工程技术,0,0
1425,城市轨道交通运营管理,0,0
1426,邮政通信管理,0,0
1427,快递运营管理,0,0
1428,电子信息工程技术,0,0
1429,应用电子技术,1,0
1430,微电子技术,0,0
1431,智能产品开发,0,0
1432,智能终端技术与应用,0,0
1433,智能监控技术应用,0,0
1434,汽车智能技术,0,0
1435,电子产品质量检测,0,0
1436,电子产品营销与服务,0,0
1437,电子电路设计与工艺,0,0
1438,电子制造技术与设备,0,0
1439,电子测量技术与仪器,0,0
1440,电子工艺与管理,0,0
1441,声像工程技术,0,0
1442,移动互联应用技术 ,0,0
1443,光电技术应用,0,0
1444,光伏工程技术,0,0
1445,光电显示技术,0,0
1446,物联网应用技术,0,0
1447,计算机网络技术,1,0
1448,计算机信息管理,1,0
1449,计算机系统与维护,0,0
1450,软件技术,1,0
1451,软件与信息服务,0,0
1452,动漫制作技术,0,0
1453,嵌入式技术与应用,0,0
1454,数字展示技术,0,0
1455,数字媒体应用技术,0,0
1456,信息安全与管理,0,0
1457,移动应用开发,0,0
1458,云计算技术与应用,0,0
1459,电子商务技术,0,0
1460,通信技术,0,0
1461,移动通信技术,0,0
1462,通信系统运行管理,0,0
1463,通信工程设计与监理,0,0
1464,电信服务与管理,0,0
1465,光通信技术,0,0
1466,物联网工程技术,0,0
1467,中医骨伤,0,0
1468,针灸推拿,0,0
1469,傣医学,0,0
1470,助产,0,0
1471,维药学,0,0
1472,医学生物技术,0,0
1473,医学美容技术,0,0
1474,卫生检验与检疫技术,0,0
1475,眼视光技术,0,0
1476,放射治疗技术,0,0
1477,呼吸治疗技术,0,0
1478,康复治疗技术,0,0
1479,言语听觉康复技术,0,0
1480,中医康复技术,0,0
1481,公共卫生管理,0,0
1482,卫生信息管理,0,0
1483,人口与家庭发展服务,0,0
1484,生殖健康服务与管理,0,0
1485,健康管理,0,0
1486,医学营养,0,0
1487,中医养生保健,0,0
1488,心理咨询,0,0
1489,医疗设备应用技术,0,0
1490,精密医疗器械技术,0,0
1491,医疗器械维护与管理,0,0
1492,康复工程技术,0,0
1493,康复辅助器具技术,0,0
1494,假肢与矫形器技术,0,0
1495,老年保健与管理,0,0
1496,财政,0,0
1497,资产评估与管理,0,0
1498,政府采购管理,0,0
1499,金融管理,0,0
1500,国际金融,1,0
1501,证券与期货,0,0
1502,信托与租赁,0,0
1503,投资与理财,0,0
1504,农村金融,0,0
1505,互联网金融,0,0
1506,会计信息管理,0,0
1507,信息统计与分析,0,0
1508,统计与会计核算,0,0
1509,国际贸易实务,0,0
1510,服务外包,0,0
1511,经济信息管理,0,0
1512,报关与国际货运,0,0
1513,商务经纪与代理,0,0
1514,国际文化贸易,0,0
1515,工商企业管理,1,0
1516,商务管理,1,0
1517,商检技术,0,0
1518,连锁经营管理,1,0
1519,市场管理与服务,0,0
1520,品牌代理经营,0,0
1521,汽车营销与服务,0,0
1522,广告策划与营销,0,0
1523,茶艺与茶叶营销,0,0
1524,移动商务,0,0
1525,网络营销,0,0
1526,物流工程技术,0,0
1527,物流信息技术,0,0
1528,物流金融管理,0,0
1529,工程物流管理,0,0
1530,冷链物流技术与管理,0,0
1531,采购与供应管理,0,0
1532,导游,0,0
1533,旅行社经营管理,0,0
1534,景区开发与管理,0,0
1535,休闲服务与管理,0,0
1536,餐饮管理,0,0
1537,烹调工艺与营养,0,0
1538,营养配餐,0,0
1539,中西面点工艺,0,0
1540,西餐工艺,0,0
1541,会展策划与管理,0,0
1542,视觉传播设计与制作,0,0
1543,广告设计与制作,0,0
1544,数字媒体艺术设计,0,0
1545,产品艺术设计,0,0
1546,家具艺术设计,0,0
1547,皮具艺术设计,0,0
1548,室内艺术设计,0,0
1549,展示艺术设计,0,0
1550,环境艺术设计,1,0
1551,公共艺术设计,0,0
1552,雕刻艺术设计,0,0
1553,包装艺术设计,0,0
1554,陶瓷设计与工艺,0,0
1555,刺绣设计与工艺,0,0
1556,玉器设计与工艺,0,0
1557,首饰设计与工艺,0,0
1558,工艺美术品设计,0,0
1559,动漫设计,0,0
1560,游戏设计,0,0
1561,人物形象设计,0,0
1562,美容美体艺术,0,0
1563,摄影与摄像艺术,0,0
1564,表演艺术,0,0
1565,戏剧影视表演,0,0
1566,歌舞表演,0,0
1567,戏曲表演,0,0
1568,曲艺表演,0,0
1569,音乐剧表演,0,0
1570,国际标准舞,0,0
1571,服装表演,0,0
1572,模特与礼仪,0,0
1573,现代流行音乐,0,0
1574,作曲技术,0,0
1575,音乐制作,0,0
1576,钢琴伴奏,0,0
1577,钢琴调律,0,0
1578,戏曲导演,0,0
1579,舞台艺术设计与制作,0,0
1580,民族表演艺术,0,0
1581,民族美术,0,0
1582,民族服装与服饰,0,0
1583,民族民居装饰,0,0
1584,民族传统技艺,0,0
1585,少数民族古籍修复,0,0
1586,中国少数民族语言文化,0,0
1587,文化创意与策划,0,0
1588,文化市场经营管理,0,0
1589,公共文化服务与管理,0,0
1590,文物修复与保护,0,0
1591,考古探掘技术,0,0
1592,文物博物馆服务与管理,0,0
1593,图书档案管理,0,0
1594,图文信息处理,0,0
1595,网络新闻与传播,0,0
1596,版面编辑与校对,0,0
1597,出版商务,0,0
1598,出版与电脑编辑技术,0,0
1599,出版信息管理,0,0
1600,数字媒体设备管理,0,0
1601,新闻采编与制作,0,0
1602,播音与主持,0,0
1603,广播影视节目制作,0,0
1604,广播电视技术,0,0
1605,影视制片管理,0,0
1606,影视编导,0,0
1607,影视美术,0,0
1608,影视多媒体技术,0,0
1609,影视动画,0,0
1610,影视照明技术与艺术,0,0
1611,音像技术,0,0
1612,录音技术与艺术,0,0
1613,摄影摄像技术,0,0
1614,传播与策划,0,0
1615,媒体营销,0,0
1616,早期教育,0,0
1617,语文教育,0,0
1618,数学教育,0,0
1619,英语教育,1,0
1620,物理教育,0,0
1621,化学教育,0,0
1622,生物教育,0,0
1623,历史教育,0,0
1624,地理教育,0,0
1625,音乐教育,0,0
1626,美术教育,0,0
1627,舞蹈教育,0,0
1628,汉语,0,0
1629,应用英语,0,0
1630,旅游英语,0,0
1631,商务日语,0,0
1632,应用日语,0,0
1633,旅游日语,0,0
1634,应用韩语,0,0
1635,应用俄语,0,0
1636,应用法语,0,0
1637,应用德语,0,0
1638,应用西班牙语,0,0
1639,应用越南语,0,0
1640,应用泰语,0,0
1641,应用阿拉伯语,0,0
1642,应用外语,0,0
1643,文秘,1,0
1644,文秘速录,0,0
1645,运动防护,0,0
1646,社会体育,1,0
1647,高尔夫球运动与管理,0,0
1648,民族传统体育,0,0
1649,体育艺术表演,0,0
1650,体育运营与管理,0,0
1651,体育保健与康复,0,0
1652,健身指导与管理,0,0
1653,治安管理,0,0
1654,信息网络安全监察,0,0
1655,防火管理,0,0
1656,边防检查,0,0
1657,边境管理,0,0
1658,特警,0,0
1659,警察管理,0,0
1660,公共安全管理,0,0
1661,森林消防,0,0
1662,部队后勤管理,0,0
1663,部队政治工作,0,0
1664,警察指挥与战术,0,0
1665,船艇指挥,0,0
1666,通信指挥,0,0
1667,参谋业务,0,0
1668,抢险救援,0,0
1669,刑事侦查,0,0
1670,禁毒,0,0
1671,司法助理,0,0
1672,法律文秘,0,0
1673,法律事务,0,0
1674,检察事务,0,0
1675,刑事执行,0,0
1676,民事执行,0,0
1677,行政执行,0,0
1678,司法警务,0,0
1679,社区矫正,0,0
1680,刑事侦查技术,0,0
1681,安全防范技术,0,0
1682,司法信息技术,0,0
1683,司法鉴定技术,0,0
1684,司法信息安全,0,0
1685,罪犯心理测量与矫正技术,0,0
1686,戒毒矫治技术,0,0
1687,职务犯罪预防与控制,0,0
1688,社会福利事业管理,0,0
1689,青少年工作与管理,0,0
1690,社区管理与服务,0,0
1691,公共关系,0,0
1692,人民武装,0,0
1693,民政管理,0,0
1694,网络舆情监测,0,0
1695,公共事务管理,0,0
1696,质量管理与认证,0,0
1697,知识产权管理,0,0
1698,老年服务与管理,0,0
1699,家政服务与管理,0,0
1700,婚庆服务与管理,0,0
1701,社区康复,0,0
1702,现代殡葬技术与管理,0,0
1703,unknown,0,0
